Song,Artist,URI,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature
"December, 1963 (Oh What a Night!)",Frankie Valli & The Four Seasons,spotify:track:1hQFF33xi8ruavZNyovtUN,0.737,0.495,1,-13.489,1,0.027,0.0588,9.12e-06,0.0542,0.967,104.409,audio_features,1hQFF33xi8ruavZNyovtUN,https://api.spotify.com/v1/tracks/1hQFF33xi8ruavZNyovtUN,https://api.spotify.com/v1/audio-analysis/1hQFF33xi8ruavZNyovtUN,197147,4
Paradise,George Ezra,spotify:track:38zwkK6TtTjIW9tpYBfZ3D,0.642,0.881,11,-3.537,1,0.0393,0.209,0.0,0.21,0.913,138.03,audio_features,38zwkK6TtTjIW9tpYBfZ3D,https://api.spotify.com/v1/tracks/38zwkK6TtTjIW9tpYBfZ3D,https://api.spotify.com/v1/audio-analysis/38zwkK6TtTjIW9tpYBfZ3D,222045,4
Physical,Dua Lipa,spotify:track:5px6upUHM3fhOP621Edp4V,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.962,audio_features,5px6upUHM3fhOP621Edp4V,https://api.spotify.com/v1/tracks/5px6upUHM3fhOP621Edp4V,https://api.spotify.com/v1/audio-analysis/5px6upUHM3fhOP621Edp4V,193829,4
Break My Stride,Matthew Wilder,spotify:track:1mCsF9Tw4AkIZOjvZbZZdT,0.917,0.588,10,-11.047,1,0.0607,0.195,0.0,0.0914,0.828,110.077,audio_features,1mCsF9Tw4AkIZOjvZbZZdT,https://api.spotify.com/v1/tracks/1mCsF9Tw4AkIZOjvZbZZdT,https://api.spotify.com/v1/audio-analysis/1mCsF9Tw4AkIZOjvZbZZdT,184480,4
Hypersonic Missiles,Sam Fender,spotify:track:6CltzquypraYIlWFp48m1O,0.551,0.814,4,-3.683,1,0.0425,0.00089,1.16e-06,0.18,0.469,130.971,audio_features,6CltzquypraYIlWFp48m1O,https://api.spotify.com/v1/tracks/6CltzquypraYIlWFp48m1O,https://api.spotify.com/v1/audio-analysis/6CltzquypraYIlWFp48m1O,237987,4
Friday I'm in Love,The Cure,spotify:track:263aNAQCeFSWipk896byo6,0.526,0.762,0,-12.437,0,0.0342,0.000972,0.000116,0.338,0.505,136.203,audio_features,263aNAQCeFSWipk896byo6,https://api.spotify.com/v1/tracks/263aNAQCeFSWipk896byo6,https://api.spotify.com/v1/audio-analysis/263aNAQCeFSWipk896byo6,214400,4
Dog Days Are Over,Florence + The Machine,spotify:track:6eN9yBWv9zFVZFXGsPrMxj,0.5,0.811,7,-5.287,1,0.096,0.0443,0.00508,0.12,0.228,150.023,audio_features,6eN9yBWv9zFVZFXGsPrMxj,https://api.spotify.com/v1/tracks/6eN9yBWv9zFVZFXGsPrMxj,https://api.spotify.com/v1/audio-analysis/6eN9yBWv9zFVZFXGsPrMxj,252853,4
Chocolate,The 1975,spotify:track:4WiiRw2PHMNQE0ad6y6GdD,0.614,0.938,11,-4.461,1,0.0611,0.000532,0.0,0.368,0.607,100.058,audio_features,4WiiRw2PHMNQE0ad6y6GdD,https://api.spotify.com/v1/tracks/4WiiRw2PHMNQE0ad6y6GdD,https://api.spotify.com/v1/audio-analysis/4WiiRw2PHMNQE0ad6y6GdD,224674,4
Good Grief,Bastille,spotify:track:7n9bPHZvl5UvmLPhNjUH1C,0.73,0.775,1,-4.821,1,0.0782,0.17,0.0,0.29,0.92,120.053,audio_features,7n9bPHZvl5UvmLPhNjUH1C,https://api.spotify.com/v1/tracks/7n9bPHZvl5UvmLPhNjUH1C,https://api.spotify.com/v1/audio-analysis/7n9bPHZvl5UvmLPhNjUH1C,206500,4
Somebody Told Me,The Killers,spotify:track:3twNvmDtFQtAd5gMKedhLD,0.502,0.972,10,-3.96,0,0.0793,6.78e-05,0.000702,0.0627,0.729,138.019,audio_features,3twNvmDtFQtAd5gMKedhLD,https://api.spotify.com/v1/tracks/3twNvmDtFQtAd5gMKedhLD,https://api.spotify.com/v1/audio-analysis/3twNvmDtFQtAd5gMKedhLD,197280,4
Saturday Sun,Vance Joy,spotify:track:2RiBogNRfulkNf7fVbPOrJ,0.637,0.864,8,-4.381,1,0.0468,0.484,0.0,0.222,0.706,99.995,audio_features,2RiBogNRfulkNf7fVbPOrJ,https://api.spotify.com/v1/tracks/2RiBogNRfulkNf7fVbPOrJ,https://api.spotify.com/v1/audio-analysis/2RiBogNRfulkNf7fVbPOrJ,214720,4
Blame It on Me,George Ezra,spotify:track:2Zgnaip1c876zmBhz9HifI,0.544,0.745,3,-3.401,1,0.0276,0.439,0.0,0.348,0.455,103.971,audio_features,2Zgnaip1c876zmBhz9HifI,https://api.spotify.com/v1/tracks/2Zgnaip1c876zmBhz9HifI,https://api.spotify.com/v1/audio-analysis/2Zgnaip1c876zmBhz9HifI,195547,4
Drops of Jupiter,Train,spotify:track:23rc0FT9mCa12LjYSeDXlW,0.468,0.64,0,-5.862,1,0.0275,0.154,0.0,0.154,0.499,79.297,audio_features,23rc0FT9mCa12LjYSeDXlW,https://api.spotify.com/v1/tracks/23rc0FT9mCa12LjYSeDXlW,https://api.spotify.com/v1/audio-analysis/23rc0FT9mCa12LjYSeDXlW,259933,4
Body Talk,Foxes,spotify:track:0JzMgpbeD21v3yKYnSFA6Y,0.581,0.897,10,-3.691,1,0.0326,0.00249,7.28e-06,0.348,0.57,119.9,audio_features,0JzMgpbeD21v3yKYnSFA6Y,https://api.spotify.com/v1/tracks/0JzMgpbeD21v3yKYnSFA6Y,https://api.spotify.com/v1/audio-analysis/0JzMgpbeD21v3yKYnSFA6Y,209787,4
Power Over Me,Dermot Kennedy,spotify:track:0OGNtqKkjI7FCE9HZ4Khgo,0.42,0.843,9,-4.231,0,0.121,0.0519,0.0,0.106,0.491,173.827,audio_features,0OGNtqKkjI7FCE9HZ4Khgo,https://api.spotify.com/v1/tracks/0OGNtqKkjI7FCE9HZ4Khgo,https://api.spotify.com/v1/audio-analysis/0OGNtqKkjI7FCE9HZ4Khgo,206960,3
Candy,Paolo Nutini,spotify:track:4h5m56ExHLPUC9NGz7U1Qa,0.612,0.601,7,-7.809,1,0.0421,0.373,0.0,0.156,0.368,125.164,audio_features,4h5m56ExHLPUC9NGz7U1Qa,https://api.spotify.com/v1/tracks/4h5m56ExHLPUC9NGz7U1Qa,https://api.spotify.com/v1/audio-analysis/4h5m56ExHLPUC9NGz7U1Qa,298693,4
All I Want To Hear You Say,Sea Girls,spotify:track:7BZWTu4Pv77TxGmmsQaSXN,0.546,0.813,1,-6.833,0,0.0519,0.00124,0.0,0.265,0.539,123.937,audio_features,7BZWTu4Pv77TxGmmsQaSXN,https://api.spotify.com/v1/tracks/7BZWTu4Pv77TxGmmsQaSXN,https://api.spotify.com/v1/audio-analysis/7BZWTu4Pv77TxGmmsQaSXN,190693,4
There's A Reason Why (I Never Returned Your Calls),Blossoms,spotify:track:5pVbLYTdihSKd8Kylfhwa7,0.493,0.882,11,-5.37,1,0.046,0.0166,2.97e-06,0.188,0.685,123.985,audio_features,5pVbLYTdihSKd8Kylfhwa7,https://api.spotify.com/v1/tracks/5pVbLYTdihSKd8Kylfhwa7,https://api.spotify.com/v1/audio-analysis/5pVbLYTdihSKd8Kylfhwa7,222489,4
G.I.V.E.,Ten Tonnes,spotify:track:7g67SW4cp3vUStS71FbxRW,0.694,0.867,9,-3.892,1,0.0324,0.136,0.0,0.297,0.965,115.005,audio_features,7g67SW4cp3vUStS71FbxRW,https://api.spotify.com/v1/tracks/7g67SW4cp3vUStS71FbxRW,https://api.spotify.com/v1/audio-analysis/7g67SW4cp3vUStS71FbxRW,188127,4
I Can't Stand It,Blossoms,spotify:track:16nIdWPjwoNTkADzm6nwBb,0.557,0.836,9,-5.479,1,0.0735,0.00778,0.0,0.0624,0.915,150.028,audio_features,16nIdWPjwoNTkADzm6nwBb,https://api.spotify.com/v1/tracks/16nIdWPjwoNTkADzm6nwBb,https://api.spotify.com/v1/audio-analysis/16nIdWPjwoNTkADzm6nwBb,177656,4
Retrospect - Single Version,Vistas,spotify:track:1YlOdKPa0LBTqOnFAxWPLQ,0.414,0.896,1,-4.128,1,0.085,0.000277,8.29e-05,0.365,0.498,159.054,audio_features,1YlOdKPa0LBTqOnFAxWPLQ,https://api.spotify.com/v1/tracks/1YlOdKPa0LBTqOnFAxWPLQ,https://api.spotify.com/v1/audio-analysis/1YlOdKPa0LBTqOnFAxWPLQ,204004,4
Fill My Little World - Edit,The Feeling,spotify:track:05ylwB7GLI1gxjUW6WCymy,0.455,0.905,7,-2.961,1,0.0287,0.0644,0.0,0.2,0.827,175.866,audio_features,05ylwB7GLI1gxjUW6WCymy,https://api.spotify.com/v1/tracks/05ylwB7GLI1gxjUW6WCymy,https://api.spotify.com/v1/audio-analysis/05ylwB7GLI1gxjUW6WCymy,219240,4
Charlemagne,Blossoms,spotify:track:7H5WVBQdSnJ1zmu8JoD6pg,0.544,0.925,9,-3.828,0,0.0406,0.00327,0.000399,0.284,0.789,101.984,audio_features,7H5WVBQdSnJ1zmu8JoD6pg,https://api.spotify.com/v1/tracks/7H5WVBQdSnJ1zmu8JoD6pg,https://api.spotify.com/v1/audio-analysis/7H5WVBQdSnJ1zmu8JoD6pg,166792,4
Better Together,Jack Johnson,spotify:track:2iXdwVdzA0KrI2Q0iZNJbX,0.871,0.346,5,-9.481,1,0.0522,0.298,9.24e-06,0.108,0.659,110.054,audio_features,2iXdwVdzA0KrI2Q0iZNJbX,https://api.spotify.com/v1/tracks/2iXdwVdzA0KrI2Q0iZNJbX,https://api.spotify.com/v1/audio-analysis/2iXdwVdzA0KrI2Q0iZNJbX,207680,4
Hey There Delilah - Bonus Track,Plain White T's,spotify:track:7b0Dqv3LaTDaOW1Fr3RQxz,0.521,0.438,2,-7.703,1,0.0292,0.844,1.36e-06,0.103,0.318,103.955,audio_features,7b0Dqv3LaTDaOW1Fr3RQxz,https://api.spotify.com/v1/tracks/7b0Dqv3LaTDaOW1Fr3RQxz,https://api.spotify.com/v1/audio-analysis/7b0Dqv3LaTDaOW1Fr3RQxz,233280,4
Put Your Records On,Corinne Bailey Rae,spotify:track:5f5YqZZe34nsabun39eqo8,0.738,0.511,9,-7.849,1,0.0388,0.142,3.83e-06,0.189,0.578,96.034,audio_features,5f5YqZZe34nsabun39eqo8,https://api.spotify.com/v1/tracks/5f5YqZZe34nsabun39eqo8,https://api.spotify.com/v1/audio-analysis/5f5YqZZe34nsabun39eqo8,213539,4
Clocks,Coldplay,spotify:track:0BCPKOYdS2jbQ8iyB56Zns,0.577,0.749,5,-7.215,0,0.0279,0.599,0.0115,0.183,0.255,130.97,audio_features,0BCPKOYdS2jbQ8iyB56Zns,https://api.spotify.com/v1/tracks/0BCPKOYdS2jbQ8iyB56Zns,https://api.spotify.com/v1/audio-analysis/0BCPKOYdS2jbQ8iyB56Zns,307880,4
The Man Who Can't Be Moved,The Script,spotify:track:3nqqDo8CcCLke3ZoTgiOKf,0.605,0.629,10,-5.051,1,0.0279,0.437,0.0,0.097,0.308,99.894,audio_features,3nqqDo8CcCLke3ZoTgiOKf,https://api.spotify.com/v1/tracks/3nqqDo8CcCLke3ZoTgiOKf,https://api.spotify.com/v1/audio-analysis/3nqqDo8CcCLke3ZoTgiOKf,241373,4
Hopeless Wanderer,Mumford & Sons,spotify:track:2vbjIa2k1fklPtF7hDk0rH,0.304,0.572,7,-7.571,0,0.0343,0.0137,0.005,0.107,0.217,80.85,audio_features,2vbjIa2k1fklPtF7hDk0rH,https://api.spotify.com/v1/tracks/2vbjIa2k1fklPtF7hDk0rH,https://api.spotify.com/v1/audio-analysis/2vbjIa2k1fklPtF7hDk0rH,307853,4
Do I Wanna Know?,Arctic Monkeys,spotify:track:5FVd6KXrgO9B3JPmC8OPst,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,audio_features,5FVd6KXrgO9B3JPmC8OPst,https://api.spotify.com/v1/tracks/5FVd6KXrgO9B3JPmC8OPst,https://api.spotify.com/v1/audio-analysis/5FVd6KXrgO9B3JPmC8OPst,272394,4
Be the One,Dua Lipa,spotify:track:1ixphys4A3NEXp6MDScfih,0.661,0.651,7,-3.771,0,0.0499,0.117,1.32e-05,0.056,0.368,87.46,audio_features,1ixphys4A3NEXp6MDScfih,https://api.spotify.com/v1/tracks/1ixphys4A3NEXp6MDScfih,https://api.spotify.com/v1/audio-analysis/1ixphys4A3NEXp6MDScfih,202915,4
Why Do You Feel So Down,Declan McKenna,spotify:track:5Bge1Dsqjc14hhGguYML5w,0.558,0.909,7,-5.851,1,0.0406,0.0576,0.0,0.102,0.452,114.56,audio_features,5Bge1Dsqjc14hhGguYML5w,https://api.spotify.com/v1/tracks/5Bge1Dsqjc14hhGguYML5w,https://api.spotify.com/v1/audio-analysis/5Bge1Dsqjc14hhGguYML5w,220707,4
Give It Up,KC & The Sunshine Band,spotify:track:40QPoAAKKMwPms6I6FHJqy,0.84,0.654,3,-12.135,1,0.0621,0.08,0.000259,0.063,0.841,125.68,audio_features,40QPoAAKKMwPms6I6FHJqy,https://api.spotify.com/v1/tracks/40QPoAAKKMwPms6I6FHJqy,https://api.spotify.com/v1/audio-analysis/40QPoAAKKMwPms6I6FHJqy,245800,4
Lost In Yesterday,Tame Impala,spotify:track:3eoNUm0LU9hATVVi9w4fM6,0.569,0.84,1,-4.123,1,0.118,0.0295,0.000118,0.0995,0.749,183.059,audio_features,3eoNUm0LU9hATVVi9w4fM6,https://api.spotify.com/v1/tracks/3eoNUm0LU9hATVVi9w4fM6,https://api.spotify.com/v1/audio-analysis/3eoNUm0LU9hATVVi9w4fM6,249587,3
The Way I Feel,Keane,spotify:track:18mAggfWhdX9vcR4B5DwY3,0.508,0.781,0,-6.919,1,0.0544,0.0168,0.0,0.119,0.35,143.971,audio_features,18mAggfWhdX9vcR4B5DwY3,https://api.spotify.com/v1/tracks/18mAggfWhdX9vcR4B5DwY3,https://api.spotify.com/v1/audio-analysis/18mAggfWhdX9vcR4B5DwY3,246160,4
Whistle For The Choir,The Fratellis,spotify:track:3rXCnvL6xP83VsYUg4rm7e,0.602,0.697,4,-4.57,1,0.0321,0.0544,0.0,0.0848,0.726,131.623,audio_features,3rXCnvL6xP83VsYUg4rm7e,https://api.spotify.com/v1/tracks/3rXCnvL6xP83VsYUg4rm7e,https://api.spotify.com/v1/audio-analysis/3rXCnvL6xP83VsYUg4rm7e,215813,4
Best Friend,Rex Orange County,spotify:track:47Bg6IrMed1GPbxRgwH2aC,0.575,0.714,6,-5.247,1,0.0596,0.395,0.0,0.115,0.32,144.982,audio_features,47Bg6IrMed1GPbxRgwH2aC,https://api.spotify.com/v1/tracks/47Bg6IrMed1GPbxRgwH2aC,https://api.spotify.com/v1/audio-analysis/47Bg6IrMed1GPbxRgwH2aC,262231,4
There Is a Light That Never Goes Out - 2011 Remaster,The Smiths,spotify:track:0WQiDwKJclirSYG9v5tayI,0.523,0.769,4,-5.855,1,0.0269,0.04,0.0,0.136,0.876,136.162,audio_features,0WQiDwKJclirSYG9v5tayI,https://api.spotify.com/v1/tracks/0WQiDwKJclirSYG9v5tayI,https://api.spotify.com/v1/audio-analysis/0WQiDwKJclirSYG9v5tayI,244587,4
The Death Of You And Me,Noel Gallagher's High Flying Birds,spotify:track:3alohEcLTPhJMeEaEpRBsY,0.545,0.792,4,-3.801,1,0.0274,0.21,8.42e-05,0.123,0.328,106.003,audio_features,3alohEcLTPhJMeEaEpRBsY,https://api.spotify.com/v1/tracks/3alohEcLTPhJMeEaEpRBsY,https://api.spotify.com/v1/audio-analysis/3alohEcLTPhJMeEaEpRBsY,216547,4
All These Things That I've Done,The Killers,spotify:track:0OpSYP9Oly3SqmeIgiRnzT,0.552,0.71,6,-6.925,1,0.0425,0.00164,5.07e-06,0.116,0.206,118.276,audio_features,0OpSYP9Oly3SqmeIgiRnzT,https://api.spotify.com/v1/tracks/0OpSYP9Oly3SqmeIgiRnzT,https://api.spotify.com/v1/audio-analysis/0OpSYP9Oly3SqmeIgiRnzT,301747,4
Dancing in the Moonlight,Toploader,spotify:track:3Fzlg5r1IjhLk2qRw667od,0.632,0.856,10,-3.463,1,0.0348,0.0624,0.0,0.347,0.867,119.397,audio_features,3Fzlg5r1IjhLk2qRw667od,https://api.spotify.com/v1/tracks/3Fzlg5r1IjhLk2qRw667od,https://api.spotify.com/v1/audio-analysis/3Fzlg5r1IjhLk2qRw667od,232693,4
Beggin',Madcon,spotify:track:7563lpbP10g7JXJvSt9FGf,0.707,0.776,2,-5.248,0,0.0712,0.027,0.0,0.0462,0.438,128.953,audio_features,7563lpbP10g7JXJvSt9FGf,https://api.spotify.com/v1/tracks/7563lpbP10g7JXJvSt9FGf,https://api.spotify.com/v1/audio-analysis/7563lpbP10g7JXJvSt9FGf,215787,4
Let Me Down Slowly,Alec Benjamin,spotify:track:2qxmye6gAegTMjLKEBoR3d,0.652,0.557,1,-5.714,0,0.0318,0.74,0.0,0.124,0.483,150.073,audio_features,2qxmye6gAegTMjLKEBoR3d,https://api.spotify.com/v1/tracks/2qxmye6gAegTMjLKEBoR3d,https://api.spotify.com/v1/audio-analysis/2qxmye6gAegTMjLKEBoR3d,169354,4
Brazil,Declan McKenna,spotify:track:4sNG6zQBmtq7M8aeeKJRMQ,0.687,0.617,4,-5.213,1,0.0287,0.0941,1.27e-05,0.0898,0.665,121.079,audio_features,4sNG6zQBmtq7M8aeeKJRMQ,https://api.spotify.com/v1/tracks/4sNG6zQBmtq7M8aeeKJRMQ,https://api.spotify.com/v1/audio-analysis/4sNG6zQBmtq7M8aeeKJRMQ,252307,4
Redbone,Childish Gambino,spotify:track:0wXuerDYiBnERgIpbb3JBR,0.743,0.347,1,-11.174,1,0.121,0.167,0.00951,0.103,0.572,160.143,audio_features,0wXuerDYiBnERgIpbb3JBR,https://api.spotify.com/v1/tracks/0wXuerDYiBnERgIpbb3JBR,https://api.spotify.com/v1/audio-analysis/0wXuerDYiBnERgIpbb3JBR,326933,4
Love Me Again,John Newman,spotify:track:5TbzAWWc5eJaANpA9kfGCd,0.495,0.894,2,-4.814,0,0.0441,0.00453,0.000596,0.103,0.213,126.03,audio_features,5TbzAWWc5eJaANpA9kfGCd,https://api.spotify.com/v1/tracks/5TbzAWWc5eJaANpA9kfGCd,https://api.spotify.com/v1/audio-analysis/5TbzAWWc5eJaANpA9kfGCd,239894,4
Dance Wiv Me - Radio Edit,Dizzee Rascal,spotify:track:6pTg4H8juKV9iSzrcVUbM3,0.878,0.746,11,-4.281,1,0.0451,0.0476,0.0,0.154,0.792,111.996,audio_features,6pTg4H8juKV9iSzrcVUbM3,https://api.spotify.com/v1/tracks/6pTg4H8juKV9iSzrcVUbM3,https://api.spotify.com/v1/audio-analysis/6pTg4H8juKV9iSzrcVUbM3,204093,4
T-Shirt Weather,Circa Waves,spotify:track:1uNH7kknB8MVkmh6FfDb6W,0.415,0.95,4,-4.676,1,0.0621,0.00126,3.86e-05,0.133,0.552,160.017,audio_features,1uNH7kknB8MVkmh6FfDb6W,https://api.spotify.com/v1/tracks/1uNH7kknB8MVkmh6FfDb6W,https://api.spotify.com/v1/audio-analysis/1uNH7kknB8MVkmh6FfDb6W,194288,4
Everywhere - 2017 Remaster,Fleetwood Mac,spotify:track:254bXAqt3zP6P50BdQvEsq,0.73,0.487,4,-10.991,1,0.0303,0.258,0.01,0.0852,0.731,114.965,audio_features,254bXAqt3zP6P50BdQvEsq,https://api.spotify.com/v1/tracks/254bXAqt3zP6P50BdQvEsq,https://api.spotify.com/v1/audio-analysis/254bXAqt3zP6P50BdQvEsq,226653,4
Losing My Religion,R.E.M.,spotify:track:31AOj9sFz2gM0O3hMARRBx,0.666,0.855,9,-5.051,0,0.0295,0.179,1.2e-06,0.0987,0.803,125.639,audio_features,31AOj9sFz2gM0O3hMARRBx,https://api.spotify.com/v1/tracks/31AOj9sFz2gM0O3hMARRBx,https://api.spotify.com/v1/audio-analysis/31AOj9sFz2gM0O3hMARRBx,268427,4
By the Way,Red Hot Chili Peppers,spotify:track:1f2V8U1BiWaC9aJWmpOARe,0.451,0.97,0,-4.938,1,0.107,0.0264,0.00355,0.102,0.198,122.444,audio_features,1f2V8U1BiWaC9aJWmpOARe,https://api.spotify.com/v1/tracks/1f2V8U1BiWaC9aJWmpOARe,https://api.spotify.com/v1/audio-analysis/1f2V8U1BiWaC9aJWmpOARe,216933,4
Sweet Disposition,The Temper Trap,spotify:track:5nWbbQ0sIEabqPxAdqmh66,0.54,0.804,2,-7.112,1,0.0425,0.078,0.171,0.115,0.347,129.088,audio_features,5nWbbQ0sIEabqPxAdqmh66,https://api.spotify.com/v1/tracks/5nWbbQ0sIEabqPxAdqmh66,https://api.spotify.com/v1/audio-analysis/5nWbbQ0sIEabqPxAdqmh66,234680,4
Love Will Tear Us Apart,Joy Division,spotify:track:2JO3HwMRPeya8bXbtbyPcf,0.443,0.956,2,-6.198,1,0.0511,5.24e-05,0.825,0.135,0.909,146.754,audio_features,2JO3HwMRPeya8bXbtbyPcf,https://api.spotify.com/v1/tracks/2JO3HwMRPeya8bXbtbyPcf,https://api.spotify.com/v1/audio-analysis/2JO3HwMRPeya8bXbtbyPcf,206867,4
C'est La Vie,Stereophonics,spotify:track:2xt81cgiSP48aiv032Rwvx,0.459,0.925,10,-2.415,1,0.0442,0.0471,0.0,0.133,0.826,148.054,audio_features,2xt81cgiSP48aiv032Rwvx,https://api.spotify.com/v1/tracks/2xt81cgiSP48aiv032Rwvx,https://api.spotify.com/v1/audio-analysis/2xt81cgiSP48aiv032Rwvx,220320,4
"Paint It, Black",The Rolling Stones,spotify:track:63T7DJ1AFDD6Bn8VzG6JE8,0.464,0.795,1,-9.267,1,0.0926,0.0493,0.00244,0.399,0.612,158.691,audio_features,63T7DJ1AFDD6Bn8VzG6JE8,https://api.spotify.com/v1/tracks/63T7DJ1AFDD6Bn8VzG6JE8,https://api.spotify.com/v1/audio-analysis/63T7DJ1AFDD6Bn8VzG6JE8,202267,4
1234,Feist,spotify:track:49CP2usyaN98EdtrOWXnal,0.71,0.484,2,-7.415,1,0.049,0.22,3.93e-06,0.0879,0.576,109.95,audio_features,49CP2usyaN98EdtrOWXnal,https://api.spotify.com/v1/tracks/49CP2usyaN98EdtrOWXnal,https://api.spotify.com/v1/audio-analysis/49CP2usyaN98EdtrOWXnal,183667,4
Astrovan,Mt. Joy,spotify:track:14e46mURUUwB3i2vTe1gFz,0.548,0.444,3,-9.4,1,0.0384,0.866,0.0,0.134,0.62,169.917,audio_features,14e46mURUUwB3i2vTe1gFz,https://api.spotify.com/v1/tracks/14e46mURUUwB3i2vTe1gFz,https://api.spotify.com/v1/audio-analysis/14e46mURUUwB3i2vTe1gFz,186133,4
Murder On The Dancefloor,Sophie Ellis-Bextor,spotify:track:2Za2mUwmQoSxWPscaY2vxl,0.734,0.848,1,-5.285,0,0.0309,0.00312,1.16e-05,0.313,0.863,117.31,audio_features,2Za2mUwmQoSxWPscaY2vxl,https://api.spotify.com/v1/tracks/2Za2mUwmQoSxWPscaY2vxl,https://api.spotify.com/v1/audio-analysis/2Za2mUwmQoSxWPscaY2vxl,230013,4
Animal,Neon Trees,spotify:track:0l4DTppOxy7NUaEcwXuOb6,0.482,0.829,5,-5.576,1,0.0437,0.00034,0.0,0.378,0.739,147.99,audio_features,0l4DTppOxy7NUaEcwXuOb6,https://api.spotify.com/v1/tracks/0l4DTppOxy7NUaEcwXuOb6,https://api.spotify.com/v1/audio-analysis/0l4DTppOxy7NUaEcwXuOb6,212307,4
Make You Mine,PUBLIC,spotify:track:5iFwAOB2TFkPJk8sMlxP8g,0.606,0.799,9,-4.452,1,0.0261,0.0128,0.0,0.15,0.638,103.014,audio_features,5iFwAOB2TFkPJk8sMlxP8g,https://api.spotify.com/v1/tracks/5iFwAOB2TFkPJk8sMlxP8g,https://api.spotify.com/v1/audio-analysis/5iFwAOB2TFkPJk8sMlxP8g,232907,4
Lay It on Me,Vance Joy,spotify:track:7oekneJCJO74ycdLzdk16v,0.733,0.663,5,-5.766,1,0.0322,0.101,6.98e-06,0.0694,0.53,127.974,audio_features,7oekneJCJO74ycdLzdk16v,https://api.spotify.com/v1/tracks/7oekneJCJO74ycdLzdk16v,https://api.spotify.com/v1/audio-analysis/7oekneJCJO74ycdLzdk16v,215493,4
If You Wanna,The Vaccines,spotify:track:6Ca3uEAuun3HusTUiIXKs1,0.353,0.866,2,-3.274,1,0.0392,3.03e-05,3e-05,0.295,0.544,165.215,audio_features,6Ca3uEAuun3HusTUiIXKs1,https://api.spotify.com/v1/tracks/6Ca3uEAuun3HusTUiIXKs1,https://api.spotify.com/v1/audio-analysis/6Ca3uEAuun3HusTUiIXKs1,174013,4
Kathleen,Catfish and the Bottlemen,spotify:track:1MHYAqWWdDRePmnqORynrq,0.489,0.892,11,-4.757,0,0.0786,0.000369,0.00293,0.411,0.598,137.93,audio_features,1MHYAqWWdDRePmnqORynrq,https://api.spotify.com/v1/tracks/1MHYAqWWdDRePmnqORynrq,https://api.spotify.com/v1/audio-analysis/1MHYAqWWdDRePmnqORynrq,160886,4
Chelsea Dagger,The Fratellis,spotify:track:1bCmvezFg5MRcENzCGG1Cy,0.511,0.815,7,-3.14,1,0.144,0.0491,0.0,0.0826,0.586,154.514,audio_features,1bCmvezFg5MRcENzCGG1Cy,https://api.spotify.com/v1/tracks/1bCmvezFg5MRcENzCGG1Cy,https://api.spotify.com/v1/audio-analysis/1bCmvezFg5MRcENzCGG1Cy,215307,4
Goodbye Mr A,The Hoosiers,spotify:track:4spfRBAAdrMKR35lZWrgYF,0.468,0.841,4,-3.263,1,0.0294,0.085,0.00195,0.187,0.574,185.966,audio_features,4spfRBAAdrMKR35lZWrgYF,https://api.spotify.com/v1/tracks/4spfRBAAdrMKR35lZWrgYF,https://api.spotify.com/v1/audio-analysis/4spfRBAAdrMKR35lZWrgYF,266813,4
She Said,Sundara Karma,spotify:track:3ZJZjjKFxTqVGJ8QIYKMjp,0.422,0.949,7,-3.789,1,0.0694,0.000294,0.0,0.073,0.635,165.032,audio_features,3ZJZjjKFxTqVGJ8QIYKMjp,https://api.spotify.com/v1/tracks/3ZJZjjKFxTqVGJ8QIYKMjp,https://api.spotify.com/v1/audio-analysis/3ZJZjjKFxTqVGJ8QIYKMjp,225653,4
Kickstarts,Example,spotify:track:07WEDHF2YwVgYuBugi2ECO,0.61,0.836,5,-4.455,1,0.0573,0.00374,0.0,0.358,0.657,126.059,audio_features,07WEDHF2YwVgYuBugi2ECO,https://api.spotify.com/v1/tracks/07WEDHF2YwVgYuBugi2ECO,https://api.spotify.com/v1/audio-analysis/07WEDHF2YwVgYuBugi2ECO,181827,4
Pencil Full of Lead,Paolo Nutini,spotify:track:3TkMsJZVZkYSsGtwkXx6br,0.735,0.767,7,-6.536,1,0.116,0.324,0.0,0.146,0.833,106.132,audio_features,3TkMsJZVZkYSsGtwkXx6br,https://api.spotify.com/v1/tracks/3TkMsJZVZkYSsGtwkXx6br,https://api.spotify.com/v1/audio-analysis/3TkMsJZVZkYSsGtwkXx6br,146733,4
Talk Too Much,COIN,spotify:track:4djIFfof5TpbSGRZUpsTXq,0.598,0.888,4,-5.119,1,0.0807,0.00947,0.0,0.347,0.482,103.966,audio_features,4djIFfof5TpbSGRZUpsTXq,https://api.spotify.com/v1/tracks/4djIFfof5TpbSGRZUpsTXq,https://api.spotify.com/v1/audio-analysis/4djIFfof5TpbSGRZUpsTXq,187133,4
